440010,Ramdaspeth,Nagpur,Maharashtra
440011,Shankar Nagar,Nagpur,Maharashtra
440012,Sitabuldi,Nagpur,Maharashtra
440013,Pratap Nagar,Nagpur,Maharashtra
440014,Nandanvan,Nagpur,Maharashtra
440015,Wardha Road,Nagpur,Maharashtra
440016,Hingna Road,Nagpur,Maharashtra
440017,Jaripatka,Nagpur,Maharashtra
440018,Mankapur,Nagpur,Maharashtra
440019,Manewada,Nagpur,Maharashtra
440020,Itwari,Nagpur,Maharashtra
440021,Seminary Hills,Nagpur,Maharashtra
440022,Trimurti Nagar,Nagpur,Maharashtra
440023,Wadi,Nagpur,Maharashtra
440024,Indora,Nagpur,Maharashtra
440025,Koradi Road,Nagpur,Maharashtra
440026,Umred Road,Nagpur,Maharashtra
440027,Kalamna,Nagpur,Maharashtra
440028,Medical Square,Nagpur,Maharashtra
440029,Reshimbagh,Nagpur,Maharashtra
440030,Sakkardara,Nagpur,Maharashtra
440031,Nagpur University,Nagpur,Maharashtra
440032,Central Avenue,Nagpur,Maharashtra
440033,Ambazari,Nagpur,Maharashtra
pincode,area,city,state
422001,Nashik HO,Nashik,Maharashtra
422002,Panchavati,Nashik,Maharashtra
422003,Gangapur Road,Nashik,Maharashtra
422004,Makhmalabad Road,Nashik,Maharashtra
422005,College Road,Nashik,Maharashtra
422006,Satpur MIDC,Nashik,Maharashtra
422007,Trimbak Road,Nashik,Maharashtra
422008,Indira Nagar,Nashik,Maharashtra
422009,Ambad MIDC,Nashik,Maharashtra
422010,Pathardi Phata,Nashik,Maharashtra
422011,Cidco,Nashik,Maharashtra
422012,Dwarka,Nashik,Maharashtra
422013,Adgaon,Nashik,Maharashtra
422014,Ojhar,Nashik,Maharashtra
422015,Gangapur,Nashik,Maharashtra
422016,Deolali Camp,Nashik,Maharashtra
422017,Nashik Road,Nashik,Maharashtra
422018,Sharanpur Road,Nashik,Maharashtra
422019,Canada Corner,Nashik,Maharashtra
422020,Mumbai Naka,Nashik,Maharashtra
422021,Untwadi,Nashik,Maharashtra
422022,Parijat Nagar,Nashik,Maharashtra
422023,Trimbakeshwar Road,Nashik,Maharashtra
422024,Ashok Nagar,Nashik,Maharashtra
422025,Old Agra Road,Nashik,Maharashtra
422026,Nashik Airport Area,Nashik,Maharashtra
pincode,area,city,state
422101,Deolali,Nashik,Maharashtra
422102,Deolali Gaon,Nashik,Maharashtra
422103,Sinnar,Nashik,Maharashtra
422104,Trimbakeshwar,Nashik,Maharashtra
422105,Igatpuri,Nashik,Maharashtra
422106,Niphad,Nashik,Maharashtra
422107,Yeola,Nashik,Maharashtra
422108,Chandwad,Nashik,Maharashtra
422109,Lasalgaon,Nashik,Maharashtra
422110,Dindori,Nashik,Maharashtra
pincode,area,city,state
400601,Thane West,Thane,Maharashtra
400602,Thane East,Thane,Maharashtra
400603,Kopri,Thane,Maharashtra
400604,Wagle Estate,Thane,Maharashtra
400605,Kalwa,Thane,Maharashtra
400606,Majiwada,Thane,Maharashtra
400607,Ghodbunder Road,Thane,Maharashtra
400608,Manpada,Thane,Maharashtra
400609,Chitalsar,Thane,Maharashtra
400610,Vartak Nagar,Thane,Maharashtra
400611,Naupada,Thane,Maharashtra
400612,Louis Wadi,Thane,Maharashtra
400613,Balkum,Thane,Maharashtra
400614,Kasarvadavali,Thane,Maharashtra
400615,Owale,Thane,Maharashtra
400616,Kolshet Road,Thane,Maharashtra
400617,Hiranandani Estate,Thane,Maharashtra
400618,Patlipada,Thane,Maharashtra
400619,Brahmand,Thane,Maharashtra
400620,Teen Hath Naka,Thane,Maharashtra
pincode,area,city,state
400621,Anand Nagar,Thane,Maharashtra
400622,Azad Nagar,Thane,Maharashtra
400623,Dhokali,Thane,Maharashtra
400624,Kasheli,Thane,Maharashtra
400625,Mumbra,Thane,Maharashtra
400626,Shilphata,Thane,Maharashtra
400627,Diwa,Thane,Maharashtra
400628,Diva East,Thane,Maharashtra
400629,Kalyan Road Area,Thane,Maharashtra
400630,Bhiwandi Road Area,Thane,Maharashtra
pincode,area,city,state
431001,Aurangabad HO,Aurangabad,Maharashtra
431002,Kranti Chowk,Aurangabad,Maharashtra
431003,Station Road,Aurangabad,Maharashtra
431004,CIDCO,Aurangabad,Maharashtra
431005,N-1 CIDCO,Aurangabad,Maharashtra
431006,N-2 CIDCO,Aurangabad,Maharashtra
431007,N-3 CIDCO,Aurangabad,Maharashtra
431008,N-4 CIDCO,Aurangabad,Maharashtra
431009,N-5 CIDCO,Aurangabad,Maharashtra
431010,N-6 CIDCO,Aurangabad,Maharashtra
431011,N-7 CIDCO,Aurangabad,Maharashtra
431012,N-8 CIDCO,Aurangabad,Maharashtra
431013,N-9 CIDCO,Aurangabad,Maharashtra
431014,N-10 CIDCO,Aurangabad,Maharashtra
431015,Shahgunj,Aurangabad,Maharashtra
431016,Jalna Road,Aurangabad,Maharashtra
431017,Osmanpura,Aurangabad,Maharashtra
431018,Beed Bypass,Aurangabad,Maharashtra
431019,Waluj MIDC,Aurangabad,Maharashtra
431020,Chikalthana MIDC,Aurangabad,Maharashtra
431021,Garkheda,Aurangabad,Maharashtra
431022,Satara Parisar,Aurangabad,Maharashtra
431023,Paithan Road,Aurangabad,Maharashtra
431024,Harsul,Aurangabad,Maharashtra
pincode,area,city,state
431101,Paithan,Aurangabad,Maharashtra
431102,Sillod,Aurangabad,Maharashtra
431103,Soegaon,Aurangabad,Maharashtra
431104,Kannad,Aurangabad,Maharashtra
431105,Phulambri,Aurangabad,Maharashtra
431106,Gangapur,Aurangabad,Maharashtra
431107,Khuldabad,Aurangabad,Maharashtra
431108,Vaijapur,Aurangabad,Maharashtra
pincode,area,city,state
413001,Solapur HO,Solapur,Maharashtra
413002,Solapur City,Solapur,Maharashtra
413003,Hotgi Road,Solapur,Maharashtra
413004,Akkalkot Road,Solapur,Maharashtra
413005,Vijapur Road,Solapur,Maharashtra
413006,Railway Lines,Solapur,Maharashtra
413007,Midc Solapur,Solapur,Maharashtra
413008,Kegaon,Solapur,Maharashtra
413009,Asra Chowk,Solapur,Maharashtra
413010,North Sadar Bazar,Solapur,Maharashtra
413011,South Sadar Bazar,Solapur,Maharashtra
413012,Solapur University Area,Solapur,Maharashtra
413013,Indira Nagar,Solapur,Maharashtra
413014,Jule Solapur,Solapur,Maharashtra
413015,Siddheshwar Peth,Solapur,Maharashtra
413016,Datta Chowk,Solapur,Maharashtra
pincode,area,city,state
413101,Akkalkot,Solapur,Maharashtra
413102,Barshi,Solapur,Maharashtra
413103,Karmala,Solapur,Maharashtra
413104,Mangalvedha,Solapur,Maharashtra
413105,Mohol,Solapur,Maharashtra
413106,Pandharpur,Solapur,Maharashtra
413107,Sangola,Solapur,Maharashtra
413108,Malshiras,Solapur,Maharashtra
pincode,area,city,state
416001,Kolhapur HO,Kolhapur,Maharashtra
416002,Rajarampuri,Kolhapur,Maharashtra
416003,Shahupuri,Kolhapur,Maharashtra
416004,Shivaji Peth,Kolhapur,Maharashtra
416005,Dasara Chowk,Kolhapur,Maharashtra
416006,New Palace Area,Kolhapur,Maharashtra
416007,Kasba Bawada,Kolhapur,Maharashtra
416008,Pratibha Nagar,Kolhapur,Maharashtra
416009,Nagala Park,Kolhapur,Maharashtra
416010,Kalamba,Kolhapur,Maharashtra
416011,Ujalaiwadi,Kolhapur,Maharashtra
416012,Shiroli MIDC,Kolhapur,Maharashtra
416013,Ichalkaranji Road,Kolhapur,Maharashtra
416014,Hupari Road,Kolhapur,Maharashtra
416015,Tarabai Park,Kolhapur,Maharashtra
416016,Rankala Lake Area,Kolhapur,Maharashtra
416017,Ring Road Area,Kolhapur,Maharashtra
pincode,area,city,state
416101,Ichalkaranji,Kolhapur,Maharashtra
416102,Hatkanangale,Kolhapur,Maharashtra
416103,Kagal,Kolhapur,Maharashtra
416104,Gadhinglaj,Kolhapur,Maharashtra
416105,Ajara,Kolhapur,Maharashtra
416106,Chandgad,Kolhapur,Maharashtra
416107,Radhanagari,Kolhapur,Maharashtra
416108,Bhudargad,Kolhapur,Maharashtra
pincode,area,city,state
444601,Amravati HO,Amravati,Maharashtra
444602,Rajapeth,Amravati,Maharashtra
444603,Camp Area,Amravati,Maharashtra
444604,Jawahar Road,Amravati,Maharashtra
444605,Irwin Square,Amravati,Maharashtra
444606,Gadge Nagar,Amravati,Maharashtra
444607,Vilas Nagar,Amravati,Maharashtra
444608,Rukhmini Nagar,Amravati,Maharashtra
444609,Shegaon Road,Amravati,Maharashtra
444610,Badnera,Amravati,Maharashtra
444611,Badnera Railway,Amravati,Maharashtra
444612,Walgaon Road,Amravati,Maharashtra
444613,Midc Amravati,Amravati,Maharashtra
444614,Paratwada Road,Amravati,Maharashtra
444615,Shivaji Nagar,Amravati,Maharashtra
pincode,area,city,state
444701,Achalpur,Amravati,Maharashtra
444702,Anjangaon Surji,Amravati,Maharashtra
444703,Chandur Railway,Amravati,Maharashtra
444704,Chandur Bazar,Amravati,Maharashtra
444705,Daryapur,Amravati,Maharashtra
444706,Morshi,Amravati,Maharashtra
444707,Nandgaon Khandeshwar,Amravati,Maharashtra
444708,Warud,Amravati,Maharashtra
pincode,area,city,state
410206,Panvel,Navi Mumbai,Maharashtra
410208,Taloja,Navi Mumbai,Maharashtra
410210,Kamothe,Navi Mumbai,Maharashtra
410218,Ulwe,Navi Mumbai,Maharashtra
410221,Dronagiri,Navi Mumbai,Maharashtra
410222,Nhava Sheva,Navi Mumbai,Maharashtra
410207,Rasayani,Navi Mumbai,Maharashtra
pincode,area,city,state
400703,Vashi,Navi Mumbai,Maharashtra
400705,Sanpada,Navi Mumbai,Maharashtra
400706,Nerul,Navi Mumbai,Maharashtra
400707,Juinagar,Navi Mumbai,Maharashtra
400708,Turbhe,Navi Mumbai,Maharashtra
400709,Koparkhairane,Navi Mumbai,Maharashtra
400710,Ghansoli,Navi Mumbai,Maharashtra
400611,Airoli,Navi Mumbai,Maharashtra
400614,Belapur CBD,Navi Mumbai,Maharashtra
400615,Kharghar,Navi Mumbai,Maharashtra
400701,Rabale,Navi Mumbai,Maharashtra
400702,Kalamboli,Navi Mumbai,Maharashtra
pincode,area,city,state
110001,Connaught Place,New Delhi,Delhi
110002,Daryaganj,New Delhi,Delhi
110003,Lodhi Road,New Delhi,Delhi
110004,Rashtrapati Bhavan,New Delhi,Delhi
110005,Karol Bagh,New Delhi,Delhi
110006,Chandni Chowk,New Delhi,Delhi
110007,University Area,New Delhi,Delhi
110008,Patel Nagar,New Delhi,Delhi
110009,Model Town,New Delhi,Delhi
110010,Dhaula Kuan,New Delhi,Delhi
110011,South Block,New Delhi,Delhi
110012,National Stadium,New Delhi,Delhi
110013,Kalkaji,New Delhi,Delhi
110014,Jangpura,New Delhi,Delhi
110015,Kirti Nagar,New Delhi,Delhi
110016,Green Park,New Delhi,Delhi
110017,Saket,New Delhi,Delhi
110018,Tilak Nagar,New Delhi,Delhi
110019,Okhla,New Delhi,Delhi
110020,Okhla Industrial Area,New Delhi,Delhi
110021,Chanakyapuri,New Delhi,Delhi
110022,R K Puram,New Delhi,Delhi
110023,Sarojini Nagar,New Delhi,Delhi
110024,Defence Colony,New Delhi,Delhi
110025,Jamia Nagar,New Delhi,Delhi
110026,Ashok Vihar,New Delhi,Delhi
110027,Rajouri Garden,New Delhi,Delhi
110028,Naraina,New Delhi,Delhi
110029,Safdarjung,New Delhi,Delhi
110030,Mehrauli,New Delhi,Delhi
110031,Gandhi Nagar,New Delhi,Delhi
110032,Shahdara,New Delhi,Delhi
110033,Adarsh Nagar,New Delhi,Delhi
110034,Pitampura,New Delhi,Delhi
110035,Shalimar Bagh,New Delhi,Delhi
110036,Alipur,New Delhi,Delhi
110037,IGI Airport,New Delhi,Delhi
110038,Delhi Cantt,New Delhi,Delhi
110039,Narela,New Delhi,Delhi
110040,Bawana,New Delhi,Delhi
110041,Nangloi,New Delhi,Delhi
110042,Burari,New Delhi,Delhi
110043,Najafgarh,New Delhi,Delhi
110044,Badarpur,New Delhi,Delhi
110045,Palam,New Delhi,Delhi
110046,Sagar Pur,New Delhi,Delhi
110047,Kapashera,New Delhi,Delhi
110048,Greater Kailash,New Delhi,Delhi
110049,Hauz Khas,New Delhi,Delhi
110050,Krishna Nagar,New Delhi,Delhi
110051,Preet Vihar,New Delhi,Delhi
110052,Wazirpur,New Delhi,Delhi
110053,Seelampur,New Delhi,Delhi
110054,Civil Lines,New Delhi,Delhi
110055,Paharganj,New Delhi,Delhi
110056,Janakpuri,New Delhi,Delhi
110057,Vasant Vihar,New Delhi,Delhi
110058,Uttam Nagar,New Delhi,Delhi
110059,Dwarka,New Delhi,Delhi
110060,Shankar Road,New Delhi,Delhi
110061,Bijwasan,New Delhi,Delhi
110062,Tughlakabad,New Delhi,Delhi
110063,Paschim Vihar,New Delhi,Delhi
110064,Subhash Nagar,New Delhi,Delhi
110065,East of Kailash,New Delhi,Delhi
110066,Munirka,New Delhi,Delhi
110067,Vasant Kunj,New Delhi,Delhi
110068,IGNOU,New Delhi,Delhi
110070,Chhatarpur,New Delhi,Delhi
110071,Satbari,New Delhi,Delhi
110072,Dwarka Sector 6,New Delhi,Delhi
110073,Dwarka Sector 9,New Delhi,Delhi
110074,Chhawla,New Delhi,Delhi
110075,Dwarka Sector 12,New Delhi,Delhi
110076,Sarita Vihar,New Delhi,Delhi
110077,Dwarka Sector 23,New Delhi,Delhi
110078,Rohini,New Delhi,Delhi
110085,Rohini Sector 7,New Delhi,Delhi
110086,Sultanpuri,New Delhi,Delhi
110087,Peeragarhi,New Delhi,Delhi
110088,Shalimar Bagh West,New Delhi,Delhi
110089,Rohini Sector 15,New Delhi,Delhi
110090,Nand Nagri,New Delhi,Delhi
110091,Mayur Vihar,New Delhi,Delhi
110092,Patparganj,New Delhi,Delhi
110093,Loni Road,New Delhi,Delhi
110094,Karawal Nagar,New Delhi,Delhi
110095,Seemapuri,New Delhi,Delhi
110096,Vasundhara Enclave,New Delhi,Delhi
pincode,area,city,state
110069,Neb Sarai,New Delhi,Delhi
110079,Dwarka Sector 19,New Delhi,Delhi
110080,Palam Village,New Delhi,Delhi
110081,Kanjhawala,New Delhi,Delhi
110082,Rohini Sector 22,New Delhi,Delhi
110083,Mangolpuri,New Delhi,Delhi
110084,Jahangirpuri,New Delhi,Delhi
pincode,area,city,state
110001,Civil Lines,North Delhi,Delhi
110002,Kashmere Gate,North Delhi,Delhi
110003,Delhi University North Campus,North Delhi,Delhi
110004,Timarpur,North Delhi,Delhi
110005,Model Town,North Delhi,Delhi
110006,Chandni Chowk,North Delhi,Delhi
110007,Malka Ganj,North Delhi,Delhi
110008,Kamla Nagar,North Delhi,Delhi
110009,Gujranwala Town,North Delhi,Delhi
110010,Mukherjee Nagar,North Delhi,Delhi
110011,Kingsway Camp,North Delhi,Delhi
110012,Adarsh Nagar,North Delhi,Delhi
110013,Azadpur,North Delhi,Delhi
110014,Ashok Vihar,North Delhi,Delhi
110015,Shalimar Bagh,North Delhi,Delhi
110016,Wazirpur Industrial Area,North Delhi,Delhi
110017,Tri Nagar,North Delhi,Delhi
110018,Lawrence Road,North Delhi,Delhi
110019,Keshav Puram,North Delhi,Delhi
110020,Rana Pratap Bagh,North Delhi,Delhi
110033,Rohini Sector 1-5,North Delhi,Delhi
110034,Rohini Sector 6-9,North Delhi,Delhi
110035,Rohini Sector 10-15,North Delhi,Delhi
110036,Rohini Sector 16-20,North Delhi,Delhi
110037,Burari,North Delhi,Delhi
110038,Narela,North Delhi,Delhi
110039,Alipur,North Delhi,Delhi
110040,Bawana Industrial Area,North Delhi,Delhi
110041,Holambi Kalan,North Delhi,Delhi
pincode,area,city,state
110017,Saket,South Delhi,Delhi
110016,Hauz Khas,South Delhi,Delhi
110070,Vasant Kunj,South Delhi,Delhi
110057,Vasant Vihar,South Delhi,Delhi
110024,Lajpat Nagar,South Delhi,Delhi
110025,Jangpura,South Delhi,Delhi
110048,Greater Kailash,South Delhi,Delhi
110049,Kalkaji,South Delhi,Delhi
110019,Chittaranjan Park,South Delhi,Delhi
110020,Okhla Industrial Area,South Delhi,Delhi
110065,East of Kailash,South Delhi,Delhi
110014,Defence Colony,South Delhi,Delhi
110062,Tughlakabad,South Delhi,Delhi
110068,Mehrauli,South Delhi,Delhi
110030,Chhatarpur,South Delhi,Delhi
110029,Safdarjung Enclave,South Delhi,Delhi
110067,Green Park,South Delhi,Delhi
110060,RK Puram,South Delhi,Delhi
110076,Sarita Vihar,South Delhi,Delhi
110044,Badarpur,South Delhi,Delhi
pincode,area,city,state
110013,South Extension,South Delhi,Delhi
110021,Anand Niketan,South Delhi,Delhi
110022,Bhikaji Cama Place,South Delhi,Delhi
110023,Netaji Nagar,South Delhi,Delhi
110028,Naraina,South Delhi,Delhi
110071,Kapashera,South Delhi,Delhi
110073,Masoodpur,South Delhi,Delhi
110074,Pushp Vihar,South Delhi,Delhi
110077,Dakshinpuri,South Delhi,Delhi
pincode,area,city,state
110092,Laxmi Nagar,East Delhi,Delhi
110091,Mayur Vihar Phase 1,East Delhi,Delhi
110096,Mayur Vihar Phase 2,East Delhi,Delhi
110091,Mayur Vihar Phase 3,East Delhi,Delhi
110092,Preet Vihar,East Delhi,Delhi
110095,Shahdara,East Delhi,Delhi
110032,Shahdara Mandi,East Delhi,Delhi
110051,Krishna Nagar,East Delhi,Delhi
110031,Gandhi Nagar,East Delhi,Delhi
110093,Seelampur,East Delhi,Delhi
110053,Jagatpuri,East Delhi,Delhi
110094,Karawal Nagar,East Delhi,Delhi
110090,Mandakini Enclave,East Delhi,Delhi
110098,Patparganj,East Delhi,Delhi
110097,IP Extension,East Delhi,Delhi
110093,Welcome Colony,East Delhi,Delhi
pincode,area,city,state
110052,Geeta Colony,East Delhi,Delhi
110051,Ram Nagar Extension,East Delhi,Delhi
110096,Trilokpuri,East Delhi,Delhi
110091,Kalyanpuri,East Delhi,Delhi
110090,Kondli,East Delhi,Delhi
110093,New Usmanpur,East Delhi,Delhi
110094,Dayalpur,East Delhi,Delhi
110095,Dilshad Garden,East Delhi,Delhi
110032,Nand Nagri,East Delhi,Delhi
pincode,area,city,state
110058,Janakpuri,West Delhi,Delhi
110027,Rajouri Garden,West Delhi,Delhi
110026,Punjabi Bagh,West Delhi,Delhi
110018,Tilak Nagar,West Delhi,Delhi
110015,Kirti Nagar,West Delhi,Delhi
110028,Naraina,West Delhi,Delhi
110063,Paschim Vihar,West Delhi,Delhi
110064,Hari Nagar,West Delhi,Delhi
110059,Uttam Nagar,West Delhi,Delhi
110087,Peeragarhi,West Delhi,Delhi
110041,Nangloi,West Delhi,Delhi
110043,Najafgarh,West Delhi,Delhi
110075,Dwarka Sector 1-10,West Delhi,Delhi
110078,Dwarka Sector 11-20,West Delhi,Delhi
110077,Dwarka Sector 21+,West Delhi,Delhi
pincode,area,city,state
110046,Dabri,West Delhi,Delhi
110045,Palam,West Delhi,Delhi
110071,Kapashera,West Delhi,Delhi
110072,Bijwasan,West Delhi,Delhi
110073,Chhawla,West Delhi,Delhi
110041,Mundka,West Delhi,Delhi
110086,Sultanpuri,West Delhi,Delhi
110085,Rohini West Extension,West Delhi,Delhi
pincode,area,city,state
110001,Connaught Place,Central Delhi,Delhi
110002,Daryaganj,Central Delhi,Delhi
110003,India Gate Area,Central Delhi,Delhi
110004,Paharganj,Central Delhi,Delhi
110005,Karol Bagh,Central Delhi,Delhi
110006,Red Fort Area,Central Delhi,Delhi
110007,Ram Nagar,Central Delhi,Delhi
110008,Patel Nagar,Central Delhi,Delhi
110009,Old Rajinder Nagar,Central Delhi,Delhi
110010,New Rajinder Nagar,Central Delhi,Delhi
110011,Rajpath Area,Central Delhi,Delhi
110012,Talkatora Road,Central Delhi,Delhi
110060,Shankar Road,Central Delhi,Delhi
pincode,area,city,state
110055,Paharganj Extension,Central Delhi,Delhi
110008,West Patel Nagar,Central Delhi,Delhi
110008,East Patel Nagar,Central Delhi,Delhi
110005,Dev Nagar,Central Delhi,Delhi
110005,Beadonpura,Central Delhi,Delhi
110002,ITO Area,Central Delhi,Delhi
110001,Barakhamba Road,Central Delhi,Delhi
pincode,area,city,state
pincode,area,city,state
110075,Dwarka Sector 1,Dwarka,Delhi
110075,Dwarka Sector 2,Dwarka,Delhi
110075,Dwarka Sector 3,Dwarka,Delhi
110075,Dwarka Sector 4,Dwarka,Delhi
110075,Dwarka Sector 5,Dwarka,Delhi
110075,Dwarka Sector 6,Dwarka,Delhi
110075,Dwarka Sector 7,Dwarka,Delhi
110075,Dwarka Sector 8,Dwarka,Delhi
110075,Dwarka Sector 9,Dwarka,Delhi
110075,Dwarka Sector 10,Dwarka,Delhi
110078,Dwarka Sector 11,Dwarka,Delhi
110078,Dwarka Sector 12,Dwarka,Delhi
110078,Dwarka Sector 13,Dwarka,Delhi
110078,Dwarka Sector 14,Dwarka,Delhi
110078,Dwarka Sector 15,Dwarka,Delhi
110078,Dwarka Sector 16,Dwarka,Delhi
110078,Dwarka Sector 17,Dwarka,Delhi
110078,Dwarka Sector 18,Dwarka,Delhi
110078,Dwarka Sector 19,Dwarka,Delhi
110078,Dwarka Sector 20,Dwarka,Delhi
110077,Dwarka Sector 21,Dwarka,Delhi
110077,Dwarka Sector 22,Dwarka,Delhi
110077,Dwarka Sector 23,Dwarka,Delhi
110045,Dwarka (Palam Nearby Area),Dwarka,Delhi
pincode,area,city,state
110043,Najafgarh Nearby,Dwarka,Delhi
110072,Bijwasan,Dwarka,Delhi
110073,Chhawla,Dwarka,Delhi
110061,Dabri Extension,Dwarka,Delhi
pincode,area,city,state
110085, Rohini Sector 1, Rohini, Delhi
110085, Rohini Sector 2, Rohini, Delhi
110085, Rohini Sector 3, Rohini, Delhi
110085, Rohini Sector 4, Rohini, Delhi
110085, Rohini Sector 5, Rohini, Delhi

110086, Rohini Sector 6, Rohini, Delhi
110086, Rohini Sector 7, Rohini, Delhi
110086, Rohini Sector 8, Rohini, Delhi
110086, Rohini Sector 9, Rohini, Delhi
110086, Rohini Sector 10, Rohini, Delhi
110086, Rohini Sector 11, Rohini, Delhi
110086, Rohini Sector 12, Rohini, Delhi
110086, Rohini Sector 13, Rohini, Delhi

110089, Rohini Sector 14, Rohini, Delhi
110089, Rohini Sector 15, Rohini, Delhi
110089, Rohini Sector 16, Rohini, Delhi
110089, Rohini Sector 17, Rohini, Delhi
110089, Rohini Sector 18, Rohini, Delhi
110089, Rohini Sector 19, Rohini, Delhi

110081, Rohini Sector 20, Rohini, Delhi
110081, Rohini Sector 21, Rohini, Delhi
110081, Rohini Sector 22, Rohini, Delhi
110081, Rohini Sector 23, Rohini, Delhi
110081,Rohini Sector 24,Rohini, Delhi
pincode,area,city,state
110042,Mangolpuri Nearby,Rohini,Delhi
110083,Begumpur,Rohini,Delhi
110081,Sultanpuri Extension,Rohini,Delhi
110039,Bawana Industrial Area Nearby,Rohini,Delhi
pincode,area,city,state
110032,Shahdara,Shahdara,Delhi
110032,Shahdara Mandi,Shahdara,Delhi
110051,Krishna Nagar,Shahdara,Delhi
110031,Gandhi Nagar,Shahdara,Delhi
110053,Jagatpuri,Shahdara,Delhi
110093,Seelampur,Shahdara,Delhi
110095,Dilshad Garden,Shahdara,Delhi
110094,Karawal Nagar,Shahdara,Delhi
110092,Preet Vihar Nearby,Shahdara,Delhi
pincode,area,city,state
110051,Geeta Colony,Shahdara,Delhi
110093,Welcome Colony,Shahdara,Delhi
110094,Dayalpur,Shahdara,Delhi
110032,Nand Nagri,Shahdara,Delhi
110095,GTB Enclave,Shahdara,Delhi
110090,Kondli Nearby,Shahdara,Delhi
pincode,area,city,state
302001,Jaipur GPO,Jaipur,Rajasthan
302002,Johari Bazar,Jaipur,Rajasthan
302003,Tripolia Bazar,Jaipur,Rajasthan
302004,Adarsh Nagar,Jaipur,Rajasthan
302005,MI Road,Jaipur,Rajasthan
302006,Ajmer Road,Jaipur,Rajasthan
302007,Bani Park,Jaipur,Rajasthan
302008,Vaishali Nagar,Jaipur,Rajasthan
302009,Vidhyadhar Nagar,Jaipur,Rajasthan
302010,Malviya Nagar,Jaipur,Rajasthan
302011,Sanganer,Jaipur,Rajasthan
302012,Shastri Nagar,Jaipur,Rajasthan
302013,Jhotwara,Jaipur,Rajasthan
302014,Civil Lines,Jaipur,Rajasthan
302015,Jagatpura,Jaipur,Rajasthan
302016,Mansarovar,Jaipur,Rajasthan
302017,Tonk Road,Jaipur,Rajasthan
302018,Durgapura,Jaipur,Rajasthan
302019,Sodala,Jaipur,Rajasthan
302020,Pratap Nagar,Jaipur,Rajasthan
pincode,area,city,state
302021,Chitrakoot,Jaipur,Rajasthan
302022,Murlipura,Jaipur,Rajasthan
302023,Sirsi Road,Jaipur,Rajasthan
302024,Kalwar Road,Jaipur,Rajasthan
302025,Bindayaka,Jaipur,Rajasthan
302026,Bagru,Jaipur,Rajasthan
302027,Amer,Jaipur,Rajasthan
302028,Kukas,Jaipur,Rajasthan
302029,Airport Area (Sanganer Airport),Jaipur,Rajasthan
302030,Mahapura,Jaipur,Rajasthan
302031,Ramnagaria,Jaipur,Rajasthan
302032,Narayan Vihar,Jaipur,Rajasthan
302033,Jagatpura Extension,Jaipur,Rajasthan
302034,Kardhani,Jaipur,Rajasthan
302035,VKI Area (Industrial),Jaipur,Rajasthan
302036,Heerapura,Jaipur,Rajasthan
pincode,area,city,state
342001,Jodhpur GPO, Jodhpur Old City, Jodhpur,Rajasthan
342002,Paota, Jodhpur,Rajasthan
342003,Sardarpura, Jodhpur,Rajasthan
342004,Ratanada, Jodhpur,Rajasthan
342005,Shastri Nagar, Jodhpur,Rajasthan
342006,Basni, Jodhpur,Rajasthan
342007,Mandore, Jodhpur,Rajasthan
342008,Residency Road Area, Jodhpur,Rajasthan
342009,Chopasni Housing Board, Jodhpur,Rajasthan
342010,Sojati Gate Area, Jodhpur,Rajasthan
342011,Pal Road Area, Jodhpur,Rajasthan
342012,Pratap Nagar, Jodhpur,Rajasthan
pincode,area,city,state
342013,Boranada Industrial Area, Jodhpur,Rajasthan
342014,Sangariya, Jodhpur,Rajasthan
342015,Kudi Bhagtasni, Jodhpur,Rajasthan
342022,Osian Road Area, Jodhpur,Rajasthan
342023,Banad, Jodhpur,Rajasthan
342024,Mathania, Jodhpur,Rajasthan
342025,Phalodi Road Area, Jodhpur,Rajasthan
342026,Luni, Jodhpur,Rajasthan
342027,Tinwari, Jodhpur,Rajasthan
342028,Balesar, Jodhpur,Rajasthan
pincode,area,city,state
313001,Udaipur HO, Udaipur City, Udaipur,Rajasthan
313002,Hiran Magri Sector 1-5, Udaipur,Rajasthan
313003,Hiran Magri Sector 6-11, Udaipur,Rajasthan
313004,Fatehpura, Udaipur,Rajasthan
313005,University Road Area, Udaipur,Rajasthan
313006,Sector 12-14 Hiran Magri, Udaipur,Rajasthan
313007,Pratap Nagar, Udaipur,Rajasthan
313008,Sukher, Udaipur,Rajasthan
313009,Bhuwana, Udaipur,Rajasthan
313010,Goverdhan Vilas, Udaipur,Rajasthan
313011,Debari, Udaipur,Rajasthan
313012,Amberi, Udaipur,Rajasthan
pincode,area,city,state
313201,Nathdwara Road Area, Udaipur,Rajasthan
313202,Rajsamand Nearby, Udaipur,Rajasthan
313203,Kankroli Area, Udaipur,Rajasthan
313204,Eklingji Area, Udaipur,Rajasthan
313205,Salumber, Udaipur,Rajasthan
313206,Mavli, Udaipur,Rajasthan
313207,Vallabhnagar, Udaipur,Rajasthan
313208,Badi Area, Udaipur,Rajasthan
pincode,area,city,state
324001,Kota HO, Kota City, Kota,Rajasthan
324002,Gumanpura, Kota,Rajasthan
324003,Talwandi, Kota,Rajasthan
324004,Vigyan Nagar, Kota,Rajasthan
324005,Mahaveer Nagar, Kota,Rajasthan
324006,Kunhadi, Kota,Rajasthan
324007,Railway Station Area, Kota,Rajasthan
